Cereal Corn Bisq.,575,CSFP,0,,1/1/01,,,,,,active
Grape Juice,554,CSFP,44,,1/1/01,,,,,,active
product,456,CSFP,0,,1/1/01,,,,,,active
CEREAL  CORN FLAKES,572,TEFAP,20,,1/1/01,,,,,,active
GRAPE JUICE,632,TEFAP,44,,1/1/01,,,,,,active
HEX CEREAL,678,TEFAP,19,,1/1/01,,,,,,active
product,491,TEFAP,0,,1/1/01,,,,,,active
RICE CEREAL,613,TEFAP,30,,1/1/01,,,,,,active
SAUSAGE PATTIES,702,TEFAP,40,,1/1/01,,,,,,active
TFAP ENSURE,725,TEFAP,1,,1/1/01,,,,,,active
TFAP FRESH EGGS,720,TEFAP,50,,1/1/01,,,,,,active
TFAP MIX VEGS,750,TEFAP,27,,1/1/01,,,,,,active
TFAP MIX VEGS.,749,TEFAP,27,,1/1/01,,,,,,active
Bottled Walter,593,,0,,1/1/01,,,,,,active
Bread,691,,0,,1/1/01,,,,,,active
Egg Beaters,602,,0,,1/1/01,,,,,,active
Frozen Corn,650,,30,,1/1/01,,,,,,active
Frozen French Fries,646,,0,,1/1/01,,,,,,active
Frozen misc chix,723,,0,,1/1/01,,,,,,active
Frozen Peas,651,,30,,1/1/01,,,,,,active
Frozen Sandwich,652,,20.25,,1/1/01,,,,,,active
INK Egg Beaters,606,,13,,1/1/01,,,,,,active
INK Salsa Squeeze,607,,17,,1/1/01,,,,,,active
INK3366 Orange Juice,645,,15,,2/15/06,,,,,,active
INK4050 Fresh Potatoes,592,,0,,1/1/01,,,,,,active
ink4721 Sausage Links,604,,6,,1/1/01,,,,,,active
INK5225 Cooked Rice,573,,7,,1/1/01,,,,,,active
INK5246 Smuckers Simp. Fruit,574,,12,,1/1/01,,,,,,active
INK5287 Pasta + Malfalda,591,,11,,1/1/01,,,,,,active
INK5293 Oyster Crackers,590,,11,,1/1/01,,,,,,active
INK5301 Scooters Cereal,621,,12,,1/1/01,,,,,,active
INK5323 Cinnabon cookies,603,,7,,1/1/01,,,,,,active
INK5329 Roasted Garlic Rice,609,,6,,1/1/01,,,,,,active
INK5331 Scalloped Pot.,608,,8,,1/1/01,,,,,,active
INK5332 Potatoes w/ Gravy,610,,6,,1/1/01,,,,,,active
INK5368 Pine Nuts,611,,2,,1/1/01,,,,,,active
INK5370 Black Walnuts,612,,2,,1/1/01,,,,,,active
INK5416 Dizzy Dinos,622,,13,,1/1/01,,,,,,active
INK5421 Pampers,623,,13,,1/1/01,,,,,,active
INK5424 Luvs,624,,12,,1/1/01,,,,,,active
INK5439 Blackening Seasoning,625,,3,,1/1/01,,,,,,active
INK5442 Chili Season,626,,5,,1/1/01,,,,,,active
INK5443 Grill Sauce,629,,19,,1/1/01,,,,,,active
INK5444 Garlic Salt,627,,13,,1/1/01,,,,,,active
INK5445 Honey Mustard,630,,7,,1/1/01,,,,,,active
INK5447 Herb Spice,628,,9,,1/1/01,,,,,,active
INK5498 Cookies & Crackers Pak,643,,11,,2/15/06,,,,,,active
INK5500 Chedder Cheese Nips,642,,11,,2/15/06,,,,,,active
INK5502 Chips Ahoy Soft Cookies,639,,13,,2/15/06,,,,,,active
INK5534 Cheese Cracker Sand/,640,,7,,2/15/06,,,,,,active
INK5535 Keebler Graham Crackers,644,,7,,2/15/06,,,,,,active
INK5536 Keebler Sugar Cookies,641,,12,,2/15/06,,,,,,active
INK5539 NutriGrain Bars,638,,5,,2/15/06,,,,,,active
INK5545 Chili Soup Mix,635,,2,,2/15/06,,,,,,active
INK5546 Potato Soup Mix,636,,5,,2/15/06,,,,,,active
INK5547 Cheddar Broc. Soup,637,,4,,2/15/06,,,,,,active
INK5610 Hominy,634,,27,,2/15/06,,,,,,active
INK5724 Marmalade,655,,14,,1/1/01,,,,,,active
INK5726 Pasta M.B. Soup,653,,10,,1/1/01,,,,,,active
INK5730 Ritz Bits PB+Jelly,657,,10,,1/1/01,,,,,,active
INK5773 Super M + C,654,,11,,1/1/01,,,,,,active
INK5783 Grape Jelly,656,,25,,1/1/01,,,,,,active
INKBeef Links,605,,5,,1/1/01,,,,,,active
Lentils,679,,100,,1/1/01,,,,,,active
Macaroni,648,,24,,1/1/01,,,,,,active
Munch Variety Pak,716,,5,,1/1/01,,,,,,active
Pet Food,715,,0,,1/1/01,,,,,,active
Pink G.F. Juice,594,,37,,1/1/01,,,,,,active
Potatoes,698,,0,,1/1/01,,,,,,active
SALVAGE,697,,30,,1/1/01,,,,,,active
Special K Bars,681,,2,,1/1/01,,,,,,active
Split Peas,680,,25,,1/1/01,,,,,,active
Tyson,726,,0,,1/1/01,,,,,,active
APPLE JUICE,282,CSFP,0,,1/1/01,,,,,,discontinued
APPLESAUCE,366,CSFP,0,,1/1/01,,,,,,discontinued
APRICOTS,286,CSFP,0,,1/1/01,,,,,,discontinued
BEANS  LIMA,449,CSFP,24,,4/1/04,,,,,,discontinued
CAN BEEF,273,CSFP,0,,1/1/01,,,,,,discontinued
CAN CHICKEN,289,CSFP,0,,1/1/01,,,,,,discontinued
CAN PORK,355,CSFP,0,,1/1/01,,,,,,discontinued
CARROTS,290,CSFP,0,,1/1/01,,,,,,discontinued
CEREAL CORN BISCUIT,364,CSFP,0,,1/1/01,,,,,,discontinued
CEREAL OAT,265,CSFP,0,,1/1/01,,,,,,discontinued
CORN FLAKE,291,CSFP,0,,1/1/01,,,,,,discontinued
CORN FORTIFIED,382,CSFP,0,,1/1/01,,,,,,discontinued
CRAN. JUICE CON.,298,CSFP,0,,1/1/01,,,,,,discontinued
CRANBERRY SAUCE,271,CSFP,0,,1/1/01,,,,,,discontinued
CREAM CORN,268,CSFP,0,,1/1/01,,,,,,discontinued
CRISPIX,418,CSFP,0,,1/1/01,,,,,,discontinued
DRY FORMULA,266,CSFP,0,,1/1/01,,,,,,discontinued
EGG MIX,284,CSFP,0,,1/1/01,,,,,,discontinued
FRUIT COCKTAIL,292,CSFP,0,,1/1/01,,,,,,discontinued
GRAPE JUICE,277,CSFP,0,,1/1/01,,,,,,discontinued
GREEN BEANS,275,CSFP,0,,1/1/01,,,,,,discontinued
KERNAL CORN,267,CSFP,0,,1/1/01,,,,,,discontinued
PEACHES,333,CSFP,0,,1/1/01,,,,,,discontinued
PEANUT BUTTER,263,CSFP,13.5,,1/1/01,,,,,,discontinued
PEARS,278,CSFP,0,,1/1/01,,,,,,discontinued
PINEAPPLE,280,CSFP,0,,1/1/01,,,,,,discontinued
PINEAPPLE JUICE,270,CSFP,0,,1/1/01,,,,,,discontinued
PINTO BEANS,279,CSFP,0,,1/1/01,,,,,,discontinued
PLUMS,457,CSFP,0,,1/1/01,,,,,,discontinued
PUDDING,443,CSFP,0,,1/1/01,,,,,,discontinued
PUMPKIN,381,CSFP,0,,1/1/01,,,,,,discontinued
RAISINS,272,CSFP,0,,1/1/01,,,,,,discontinued
RICE,274,CSFP,0,,1/1/01,,,,,,discontinued
ROLLED OATS,287,CSFP,0,,1/1/01,,,,,,discontinued
SLICED POTATOES,288,CSFP,0,,1/1/01,,,,,,discontinued
SPAGHETTI,264,CSFP,24,,1/1/01,,,,,,discontinued
STEW,285,CSFP,0,,1/1/01,,,,,,discontinued
TOMATO JUICE,293,CSFP,0,,1/1/01,,,,,,discontinued
TOMATO SAUCE,269,CSFP,0,,1/1/01,,,,,,discontinued
TOMATOES,283,CSFP,0,,1/1/01,,,,,,discontinued
TRAIL MIX,276,CSFP,0,,1/1/01,,,,,,discontinued
VEG. BEANS,281,CSFP,0,,1/1/01,,,,,,discontinued
WHOLE CORN,365,CSFP,0,,1/1/01,,,,,,discontinued
BISQ. MIX,452,TEFAP,0,,1/1/01,,,,,,discontinued
DATES,349,TEFAP,24,,1/1/01,,,,,,discontinued
DICED CHICKEN,327,TEFAP,42,,1/1/01,,,,,,discontinued
FRESH ORANGES,152,TEFAP,39.5,,6/14/01,,,,,,discontinued
FRESH PEARS,133,TEFAP,48.5,,6/14/01,,,,,,discontinued
FROZ.RD.ROAST,326,TEFAP,42,,1/1/01,,,,,,discontinued
OATMEAL,368,TEFAP,37,,1/1/01,,,,,,discontinued
Baby Food,319,,0,,4/26/02,,,,,,discontinued
Beef Stew,376,,0,,1/1/01,,,,,,discontinued
Chips,323,,0,,4/26/02,,,,,,discontinued
Cookies,321,,0,,4/26/02,,,,,,discontinued
Cupcake Mix,378,,0,,1/1/01,,,,,,discontinued
Instant Milk,375,,0,,1/1/01,,,,,,discontinued
Italian Green Beans,324,,0,,4/25/02,,,,,,discontinued
Misc. Crackers,422,,0,,1/1/01,,,,,,discontinued
Nuts,353,,0,,1/1/01,,,,,,discontinued
#10 APRICOTS,132,TEFAP,46,,6/14/01,644,,,,,discontinued
#10 Stew,317,,60,,5/25/02,180,,,,,discontinued
2% MILK,586,TEFAP,27.57,,9/21/05,9623,,,,,active
AFF  Potatoes,205,,27,,10/10/01,320,,,,,discontinued
AFF  sm. Corn,169,,12.5,,6/14/01,771,,,,,discontinued
AFF  sm. Peas,9,,12.75,,6/14/01,602,,,,,discontinued
AFF  Spinich,196,,24,,8/13/01,3,,,,,discontinued
AFF Asp.,45,,28,,6/14/01,7924,,,,,discontinued
AFF lg. Corn,83,,22,,6/14/01,1610,,,,,discontinued
AFF Lg. Cream Corn,139,,20,,6/14/01,1094,,,,,discontinued
AFF lg. Green Beans,140,,22,,6/14/01,2530,,,,,discontinued
ALMONDS,98,TEFAP,26,,6/14/01,0,,,,,discontinued
ALMONDS/ 12,294,TEFAP,26,,4/1/02,780,,,,,discontinued
APP.SAUCE,60,TEFAP,27,,6/14/01,5040,,,,,discontinued
Apple Chips,373,,3,,2/27/03,159,,,,,discontinued
APPLE JUICE,82,TEFAP,44,,6/14/01,5280,,,,,discontinued
Applesauce,397,,28,,7/14/03,28,,,,,discontinued
APRICOTS,71,TEFAP,27,,6/14/01,1512,,,,,discontinued
ASP.,237,TEFAP,28,,1/1/02,1350,,,,,discontinued
ASPARAGUS,350,CSFP,22,,10/14/02,15,,,,,discontinued
AuGratin Potatoes,447,,6,,4/6/04,366,,,,,discontinued
Austin Crackers,380,,4,,3/31/03,788,,,,,discontinued
B.EYE BEANS,131,TEFAP,28,,6/14/01,0,,,,,discontinued
Baked Apple B.F. Squares,444,,16,,4/6/04,720,,,,,discontinued
Banana Snack Pak,253,,14,,3/30/02,1008,,,,,discontinued
BBQ Sauce,341,,6,,9/16/02,12,,,,,discontinued
Beans #50,50,,50,,6/14/01,750,,,,,active
BEANS GREAT NORTHERN,351,CSFP,24,,10/14/02,600,,,,,discontinued
BEANS  LGHT RED KIDNEY,217,CSFP,0,,10/9/01,1500,,,,,discontinued
Beef Noodle Mix,453,,7,,5/26/03,105,,,,,discontinued
Better Chedder Crackers,460,,3,,8/11/04,240,,,,,discontinued
Biscuit Mix,172,,30,,6/19/01,360,,,,,discontinued
BLACKEYE PEAS,109,TEFAP,28,,6/14/01,1260,,,,,discontinued
Blackeyed Peas,320,,24,,4/26/02,48,,,,,discontinued
Blues Clues,236,,4,,10/22/01,80,,,,,discontinued
Body Smart Chews,245,,17,,2/27/02,153,,,,,discontinued
Body Smart Choc. Bars,244,,4,,2/27/02,96,,,,,discontinued
Bologna,356,,12.5,,11/15/02,188,,,,,discontinued
Bowl Meals,740,,58,,1/1/01,20,,,,,active
Bur-bee dry,316,,0,,5/25/02,716,,,,,discontinued
Bur-bee Frozen,315,,0,,5/25/02,753,,,,,discontinued
Bur-bee juice,318,,12,,5/25/02,279,,,,,discontinued
Cake Frosting,434,,12,,2/17/04,156,,,,,discontinued
Cake Mix,347,,35,,10/8/02,315,,,,,discontinued
CalHar. Sliced Peaches,179,,32,,6/29/01,348,,,,,discontinued
CAN CHICKEN,105,TEFAP,52,,6/14/01,0,,,,,discontinued
Can Meat,407,,23,,7/14/03,230,,,,,discontinued
Can Peas,235,,20,,1/22/02,800,,,,,discontinued
Can Potatoes,322,,4,,4/26/02,96,,,,,discontinued
Can Salmon,459,,27,,8/11/04,216,,,,,active
CAN SLC. POTATOES,328,TEFAP,30,,5/23/02,3900,,,,,discontinued
Candy,174,,29,,6/28/01,184,,,,,discontinued
CARROTS,354,TEFAP,27,,11/1/02,4212,,,,,discontinued
Cereal,358,,25,,11/2/02,50,,,,,discontinued
Cereal Apple Jacks,224,,14,,11/9/01,126,,,,,discontinued
Cereal B.B.Morn.,339,,12,,9/16/02,36,,,,,discontinued
Cereal Bars,432,,9,,2/3/04,288,,,,,discontinued
Cereal Bran Flakes,408,,20,,7/14/03,200,,,,,discontinued
Cereal Buzz Blast,359,,20,,11/26/02,720,,,,,discontinued
Cereal Capn Crunch,175,,18,,6/14/01,2394,,,,,discontinued
Cereal Cheerios Apple,228,,20,,12/1/01,580,,,,,discontinued
Cereal Corn Chex,390,,21,,6/2/03,147,,,,,discontinued
Cereal Corn Flakes,345,,19,,10/3/02,76,,,,,discontinued
Cereal Country Inn,126,,12,,6/14/01,288,,,,,discontinued
Cereal Crispix,204,,18,,9/20/01,121,,,,,discontinued
Cereal F.D.,234,,30,,12/31/01,1539,,,,,discontinued
Cereal Frost. Mini Wheats,176,,4,,6/28/01,260,,,,,discontinued
Cereal Grape Nut,118,,36,,6/14/01,0,,,,,discontinued
Cereal Healthy Choice,125,,18,,6/14/01,432,,,,,discontinued
Cereal Honey Crunch,95,,24,,6/14/01,0,,,,,discontinued
Cereal Honey Smacks,168,,26,,6/14/01,26,,,,,discontinued
Cereal Hunny B,369,,20,,2/27/03,480,,,,,discontinued
Cereal Life,145,,23,,6/14/01,366,,,,,discontinued
Cereal Looney Tunes,41,,21,,6/14/01,0,,,,,discontinued
Cereal Raisin Bran,262,,22,,4/15/02,198,,,,,discontinued
Cereal Raisin Bran Crunch,222,,1,,10/10/01,126,,,,,discontinued
Cereal Smart Start,419,,3,,9/23/03,300,,,,,discontinued
Cereal Soccer,62,,13,,6/14/01,0,,,,,discontinued
Cereal Special K,6,,15,,6/14/01,0,,,,,discontinued
Cereal Sugar Pops,177,,14,,6/28/01,28,,,,,discontinued
Cereal Sweet Puffs,115,,14,,6/14/01,0,,,,,discontinued
Cereal Toast Crunch,227,,24,,12/2/01,696,,,,,discontinued
Cereal Toasty Os,409,,15.88,,7/14/03,270,,,,,discontinued
CEREAL  INSTANT RICE,220,CSFP,0,,10/9/01,32,,,,,discontinued
CEREAL  RICE FORTIFIED,219,CSFP,0,,10/9/01,766,,,,,discontinued
CHEESE,396,TEFAP,32,,7/22/03,1920,,,,,discontinued
Cheese,70,,20,,6/14/01,200,,,,,discontinued
Cheese Nips,44,,6,,6/14/01,0,,,,,discontinued
Cheese  shredded,550,,7,,6/2/05,35,,,,,active
CHEESE/ 6,208,CSFP,26,,10/9/01,1554,,,,,discontinued
Cheezy Mac Kid Kit.,186,,12,,6/29/01,120,,,,,discontinued
Cherry Snack Bars,473,,11,,1/20/05,110,,,,,discontinued
Chicken Broth,200,,16,,8/22/01,30,,,,,discontinued
Chicken Noodle Soup,230,,19,,12/31/01,266,,,,,discontinued
CHILI,94,TEFAP,28,,6/14/01,0,,,,,discontinued
Chili,123,,13,,6/14/01,0,,,,,discontinued
Chips Ahoy Cookie Barz,389,,6,,5/1/03,72,,,,,discontinued
Choc. Cake Mix,159,,16,,6/14/01,176,,,,,discontinued
Choc. Chips,423,,12,,11/10/03,396,,,,,discontinued
Club Crackers,156,,14,,6/14/01,56,,,,,discontinued
Combo Crackers,97,,24,,6/14/01,0,,,,,discontinued
Cookies Nutter Butter,374,,10,,2/27/03,400,,,,,discontinued
Cookies Oreo,113,,17,,6/14/01,0,,,,,discontinued
Cookies Sandwich,226,,40,,12/2/01,1080,,,,,discontinued
Cookies Variety Ind.,387,,3,,5/1/03,390,,,,,discontinued
CORN,92,TEFAP,27.75,,6/14/01,4801,,,,,discontinued
Corn,401,,27,,7/14/03,54,,,,,discontinued
CORN CEREAL,54,TEFAP,19.25,,6/14/01,154,,,,,discontinued
CORN  W.K.,512,TEFAP,27,,3/23/05,675,,,,,active
Cr. Ap. Juice,506,CSFP,44,,3/23/05,2376,,,,,active
Crackers Veg. Thins,111,,4,,6/14/01,16,,,,,discontinued
Crackers  Asst.,445,,1,,4/6/04,848,,,,,discontinued
CRAN. SAUCE,99,TEFAP,29,,6/14/01,0,,,,,discontinued
CRAN/APPLE JUICE,103,TEFAP,44,,6/14/01,0,,,,,discontinued
CRANBERRY AP. JUICE,215,CSFP,0,,10/9/01,4330,,,,,discontinued
CRANBRY 11.5oz J. CONC,167,TEFAP,10,,6/14/01,2000,,,,,discontinued
CRANBRY 64oz J.CONC,161,TEFAP,34,,6/14/01,1258,,,,,discontinued
Cream of Chicken Soup,467,,20,,11/8/04,1200,,,,,active
Cream of Mush. Soup,404,,19,,7/14/03,38,,,,,discontinued
Cryst.Lite Juice,342,,2,,9/16/02,2,,,,,discontinued
Dairy,8,,40,,6/14/01,0,,,,,discontinued
DEHY POTATOES/ 12,191,TEFAP,15,,1/1/01,1440,,,,,discontinued
DEHYD POTATOES,336,CSFP,12,,9/12/02,29,,,,,discontinued
Detergent,127,,44,,6/14/01,1444,,,,,discontinued
Diapers,39,,10,,6/14/01,40,,,,,discontinued
Diced Tomatoes,403,,28,,7/14/03,112,,,,,discontinued
DRIED CHERRIES,166,TEFAP,22,,6/14/01,1562,,,,,discontinued
DRIED CRANBERRY,100,TEFAP,32,,6/14/01,0,,,,,discontinued
DRIED PLUMS/ 24,225,TEFAP,26.5,,11/1/01,1590,,,,,discontinued
EGG NOODLES/ 12,206,TEFAP,13,,9/1/01,148,,,,,discontinued
EVAP. MILK,209,CSFP,22.5,,10/9/01,2679,,,,,discontinued
Evap. Milk,135,,18,,6/14/01,0,,,,,discontinued
F.D. Peas,5,,22,,6/14/01,3960,,,,,active
Facial Tissue,164,,35,,6/14/01,1470,,,,,discontinued
FARINA,221,CSFP,0,,10/9/01,808,,,,,active
Farmhouse Rice,526,,6,,4/6/05,120,,,,,active
FC Baby Food,301,,15,,4/22/02,2080,,,,,discontinued
FC Baby Rice Cereal,314,,10,,4/22/02,1629,,,,,discontinued
FC Can B.E. Peas,302,,27,,4/22/02,2325,,,,,discontinued
FC Can Peas,307,,26,,4/22/02,2290,,,,,discontinued
FC Can Spinach,310,,25,,4/22/02,4300,,,,,discontinued
FC Can Whole Potatoes,306,,27,,4/22/02,4698,,,,,discontinued
FC Candy,312,,10,,4/22/02,1679,,,,,discontinued
FC Chips,313,,7,,4/22/02,48,,,,,discontinued
FC Cookies,303,,7,,4/22/02,675,,,,,discontinued
FC Granola Bars,305,,11,,4/22/02,1820,,,,,discontinued
FC Italian Green Beans,309,,26,,4/22/02,4448,,,,,discontinued
FC Pasta,311,,13,,4/22/02,395,,,,,discontinued
FC Peanut Butter,304,,14,,4/22/02,2280,,,,,discontinued
FC Spaghetti,308,,22,,4/22/02,1780,,,,,discontinued
Flour,193,,22,,7/13/01,66,,,,,discontinued
FLOUR MIX,450,TEFAP,31,,5/4/04,8184,,,,,discontinued
Formula Enfamil,68,,1,,6/14/01,120,,,,,discontinued
FRESH APPLES,150,TEFAP,40,,6/14/01,0,,,,,discontinued
Fresh Eggs,112,,25,,6/14/01,125,,,,,discontinued
Fresh Fruit,21,,30,,6/14/01,0,,,,,discontinued
FRESH GRP.FT.,151,TEFAP,39.5,,6/14/01,0,,,,,discontinued
Fresh Milk,706,,18,,1/1/01,225,,,,,active
Fresh O.J.,243,,32,,2/26/02,640,,,,,discontinued
FRESH ONIONS,207,TEFAP,50,,10/10/01,20,,,,,discontinued
FRESH POTATOES,157,TEFAP,52,,6/14/01,676,,,,,discontinued
FRESH TOMATOES,154,TEFAP,27,,6/14/01,0,,,,,discontinued
Fresh Vegetables,13,,20,,6/14/01,1160,,,,,discontinued
Frosted Animal Cookies,395,,15,,7/7/03,465,,,,,discontinued
FROZ. B.B./ 8,239,TEFAP,25,,2/7/02,1350,,,,,discontinued
FROZ. BEEF ROASTS,325,TEFAP,42,,5/9/02,2688,,,,,discontinued
Froz. Cherries,229,TEFAP,26.5,,12/13/01,1325,,,,,discontinued
FROZ. CHICKEN,104,TEFAP,50,,6/14/01,0,,,,,discontinued
FROZ. LAMB,57,TEFAP,40,,6/14/01,0,,,,,discontinued
FROZ. PEACHES/ 2#/ 12,134,TEFAP,28,,6/14/01,795,,,,,discontinued
FROZ. STRAWBERRY/12,122,TEFAP,27,,6/14/01,588,,,,,discontinued
Frozen Apple Turnovers,430,,28,,2/3/04,700,,,,,discontinued
Frozen Bread Dough,439,,26,,3/10/04,259,,,,,discontinued
Frozen Fish,660,,72,,1/1/01,2165,,,,,active
Frozen Fruit,22,,20,,6/14/01,0,,,,,discontinued
Frozen Mash Potatoes,332,,20,,7/11/02,3640,,,,,discontinued
Frozen Meat,25,,50,,6/14/01,190,,,,,discontinued
Frozen Misc,108,,30,,6/14/01,600,,,,,discontinued
Frozen Sliced Potatoes,346,,20,,10/8/02,1400,,,,,discontinued
Frozen Soup,357,,14,,11/15/02,252,,,,,discontinued
Frozen Vegetables,19,,30,,6/14/01,0,,,,,active
Fruit Cocktail,398,,28,,7/14/03,28,,,,,discontinued
Fruit cocktail   small,393,,7,,7/7/03,22,,,,,discontinued
Fruit Snack Bars; Strawberry,553,,10,,6/2/05,80,,,,,active
Garlic Potato,232,,8,,12/31/01,64,,,,,discontinued
Gloves & or Bags,128,,10,,6/14/01,100,,,,,discontinued
Good Start,231,,19,,12/31/01,76,,,,,discontinued
Graham Cracker crust,437,,5,,2/25/04,30,,,,,discontinued
Graham Crackers,47,,13,,6/14/01,0,,,,,discontinued
Granola Bars,741,,8,,1/1/01,40,,,,,active
Grape Jelly,53,,23,,6/14/01,604,,,,,discontinued
GRAPE JUICE,121,TEFAP,44,,6/14/01,4488,,,,,discontinued
GRAPEFRUIT JU.,412,CSFP,43.5,,8/4/03,2697,,,,,discontinued
GREEN BEANS,130,TEFAP,26.75,,6/14/01,2755,,,,,discontinued
Green Beans,402,,27,,7/14/03,54,,,,,discontinued
GROUND SAUSAGE,93,TEFAP,39,,6/14/01,2691,,,,,discontinued
GRT.NTHRN.BEAN,137,TEFAP,25.5,,6/14/01,1325,,,,,discontinued
Gummy Bears,43,,20,,6/14/01,0,,,,,discontinued
H.J. Garlic Potatoes,527,,6,,4/6/05,50,,,,,active
Ham&Cheese Sand,119,,10,,6/14/01,0,,,,,discontinued
Hellmans Mayo,370,,18,,2/27/03,900,,,,,discontinued
Hormel Chili,180,,12,,6/29/01,120,,,,,discontinued
Hot Cocoa Mix,438,,38,,2/10/04,30,,,,,discontinued
INFANT FORM.SOY DRY,212,CSFP,7,,10/9/01,28,,,,,discontinued
INFANT FORMULA LIQ.,211,CSFP,26,,10/9/01,100,,,,,discontinued
INK Grape Juice Conc.,673,,360,,5/12/06,30,,,,,active
INK H.J. Mash Pot  Butter Fla,670,,6,,5/12/06,30,,,,,active
INK Mini Cheese Nips,672,,1,,5/12/06,50,,,,,active
INK0071 Hash Browns,562,,32,,7/6/05,1600,,,,,active
INK3177 Saltines,561,,15,,7/6/05,675,,,,,active
INK3460 Applesauce  Unsweet,484,,20,,2/9/05,1000,,,,,active
INK4011 Welchitos,580,,27,,9/9/05,540,,,,,active
INK4215 Concord Grape Jelly  Welch,663,,26,,4/25/06,1300,,,,,active
INK4548 Salmon/Can,485,,27,,2/9/05,540,,,,,active
INK4641 Strawberry Spread  Welch,666,,26,,4/25/06,780,,,,,active
INK4830 B.B. Cereal,476,,12,,2/9/05,60,,,,,active
INK4871 Texas Beans  Ranch,482,,23,,2/9/05,736,,,,,active
INK4886 Pancake Waffle Muffin Mix,475,,4,,2/9/05,280,,,,,active
INK4917 Graham Crackers,474,,13,,2/9/05,299,,,,,active
INK4934 Baked Snack Crackers,486,,15,,2/9/05,750,,,,,active
INK4938 Eggo Syrup,481,,27,,2/9/05,405,,,,,active
INK4940 Fruit Harvest Cereal,477,,13,,2/9/05,26,,,,,active
INK4950 B.B. Muffin Mix,483,,4,,2/9/05,200,,,,,active
INK4978 Marshmelow Magic Cereal,478,,15,,2/9/05,30,,,,,active
INK4984 Cinn/Marshmellow Cereal,479,,17,,2/9/05,68,,,,,active
INK4985 Choc Mudd & Bugs Cereal,480,,13,,2/9/05,52,,,,,active
INK5113 M.P. Drink,581,,19,,9/9/05,1159,,,,,active
INK5158 Sanckwells,559,,7,,6/29/05,294,,,,,active
INK51644 Refried Beans Dehy.,564,,38,,7/6/05,1520,,,,,active
INK5226 Chopped Walnuts,576,,34,,9/9/05,850,,,,,active
INK5259 Dog Food,578,,10,,9/9/05,80,,,,,active
INK5294 Spinich Tortllini,587,,5,,10/17/05,50,,,,,active
INK5642 Apple Chips  Gold. Del,667,,7,,4/25/06,112,,,,,active
INK5755 Sunshine Saltine Crackers,664,,7,,4/25/06,168,,,,,active
INK5757 Keebler Oyster Crackers,665,,10,,4/25/06,5,,,,,active
INK5801 H.J. Sour Cr & Chives,671,,5,,5/12/06,150,,,,,active
INK5814 Aunt Jem Org. Syrup,662,,30,,4/25/06,600,,,,,active
INK5854 Rice  long grain,674,,25,,5/12/06,1500,,,,,active
INSTANT MILK,210,CSFP,56,,10/9/01,1380,,,,,discontinued
INSTANT MILK,55,TEFAP,20.2,,6/14/01,8764,,,,,discontinued
Italian Beef packs,464,,9,,11/1/04,180,,,,,discontinued
Jello,454,,11,,5/26/04,88,,,,,discontinued
Jelly; Grape,233,,24,,12/31/01,20,,,,,discontinued
Jug Apple Juice,338,,38,,9/16/02,7372,,,,,discontinued
Juice,170,,25,,6/14/01,500,,,,,discontinued
Juice; Cherry Sensation,42,,12,,6/14/01,0,,,,,discontinued
Juice; Citrus Punch,88,,15,,6/14/01,0,,,,,discontinued
Juice; Cran Orange,144,,43,,6/14/01,387,,,,,discontinued
Juice; Dole Tropical Fruit,420,,15,,9/23/03,960,,,,,discontinued
Juice; Sunny Delight,66,,32,,6/14/01,0,,,,,discontinued
Juice; Variety Pak,114,,18,,6/14/01,144,,,,,discontinued
Jumbo Taco Shells,435,,8,,2/18/04,200,,,,,discontinued
KIDNEY BEANS,441,TEFAP,25.5,,4/8/04,4029,,,,,discontinued
Lasagna,190,,10,,7/6/01,750,,,,,discontinued
Lasagna Lunch Bucket,185,,12,,6/29/01,132,,,,,discontinued
Lentils #50,138,,50,,6/14/01,1300,,,,,discontinued
Lg. Carrots,241,,26,,2/11/02,2200,,,,,discontinued
Libby Fruit Cocktail,178,,24,,6/29/01,648,,,,,discontinued
Lima,498,CSFP,25.5,,3/23/05,306,,,,,active
Little Debbies,427,,19,,1/22/04,20,,,,,discontinued
Luncheon Meat-Carson Creek,188,,24,,6/29/01,264,,,,,discontinued
M. W.,334,,10,,9/4/02,1,,,,,discontinued
Mac & Cheese,63,,48,,6/29/01,4072,,,,,discontinued
Mac & Cheese small,542,,14,,4/19/05,350,,,,,active
MACARONI,78,TEFAP,25,,6/14/01,4825,,,,,discontinued
MACARONI  ELBOW,218,CSFP,0,,10/9/01,1500,,,,,discontinued
Masa Flour,247,,50,,3/6/02,1000,,,,,discontinued
Mashed Potatoes,472,,4,,1/20/05,62,,,,,discontinued
Mayo,143,,12,,6/29/01,120,,,,,discontinued
Meat Ì¢‰âÂ‰ÛÏ Canned,24,,23,,6/14/01,0,,,,,discontinued
Mini Ravioli,440,,35,,3/24/04,945,,,,,discontinued
Minudo,149,,5,,6/14/01,275,,,,,discontinued
Minute Rice,340,,32,,9/16/02,1,,,,,discontinued
Miracle Whip,69,,39,,6/14/01,279,,,,,discontinued
MISC. #10,367,,288,,1/5/03,288,,,,,discontinued
Misc. Candy,223,,25,,10/29/01,70,,,,,discontinued
misc. cookies,525,,0,,4/4/05,373,,,,,discontinued
Misc. Pasta,249,,19,,3/14/02,1710,,,,,discontinued
Miss Mud,64,,22,,6/14/01,0,,,,,discontinued
