"Salvation Army","TEFAP","05/01/2002","BMAC","CORN CEREAL:10:192.5,STEW:7:301,PEACHES:7:210,PEANUT BUTTER:10:155,CRANBRY 11.5oz J. CONC:7:70,SPLIT PEAS:7:182,PLUMS:7:189","0","1299.5",,,,,"862598858"
"Pantry Shelf","TEFAP","05/01/2002","BMAC","CORN CEREAL:10:192.5,STEW:7:301,PEACHES:7:210,PEANUT BUTTER:10:155,CRANBRY 11.5oz J. CONC:3:30,ORANGE JUICE/ 12:6:264,SPLIT PEAS:7:182,PLUMS:7:189","0","1523.5",,,,,"389372893"
"Helpline","TEFAP","05/01/2002","BMAC","CORN CEREAL:4:77,STEW:2:86,PEANUT BUTTER:4:62,ORANGE JUICE/ 12:4:176,SPLIT PEAS:2:52,PLUMS:2:54","0","507",,,,,"359067919"
"St. Vincent of Walla Walla","TEFAP","05/01/2002","BMAC","CORN CEREAL:10:192.5,STEW:7:301,PEANUT BUTTER:10:155,ORANGE JUICE/ 12:10:440,SPLIT PEAS:7:182,PLUMS:7:189,VEG OIL:15:397.5","0","1857",,,,,"627220945"
"Heart to Heart","TEFAP","04/30/2002","BMAC","INSTANT MILK:2:56,PEANUT BUTTER:4:62,TRAIL MIX:2:54,GREEN BEANS:2:53.5,ORANGE JUICE/ 12:4:176,PLUMS:2:54,SWEET POTATOES:2:56","0","511.5",,,,,"58901003"
"Burbank Grange #630","TEFAP","04/30/2002","BMAC","STEW:4:172,PEACHES:2:54,MACARONI:4:100,SPAG. SAUCE:4:96,GREEN BEANS:4:107,ORANGE JUICE/ 12:8:352,PLUMS:2:54","0","935",,,,,"412842205"
"Pantry Shelf","EFAP","04/29/2002","BMAC","F.D. Chili/Beans:2:120,F.D. Prepared:2:120,F.D. Soup:1:60,Mac & Cheese:1:20,Cereal Raisin Bran:1:22","0","342",,,,,"887508047"
"Pantry Shelf","TEFAP","05/01/2002","Customer","FROZ. PEACHES/ 2#/ 12:5:132.5,FROZ. B.B./ 8:6:162","0","294.5",,,,,"199013652"
"Pantry Shelf","EFAP","05/01/2002","Customer","Salmon â€“ Fresh:2:100","0","100",,,,,"332544149"
"St. Vincent of Walla Walla","TEFAP","05/06/2002","Customer","TOM.SAUCE:6:162,FROZ. STRAWBERRY/12:6:168,FROZ. PEACHES/ 2#/ 12:2:53,Froz. Cherries:2:53,FROZ. B.B./ 8:6:162","0","598",,,,,"65679818"
"St. Vincent of Walla Walla","EFAP","05/06/2002","BMAC",,"0","0",,,,,"330766674"
"St. Vincent of Walla Walla","EFAP","05/06/2002","BMAC","F.D. Beans:2:120,F.D. Peas:2:120,F.D. Dry Goods:6:240,F.D. Fish Prod.:1:60,F.D. Fruit.:2:120,Fresh Fruit:3:120,Pasta:6:126,F.D. Soup:1:60,Rice #50:2:100,Salmon â€“ Fresh:8:400,Cereal Life:1:23,Welchs Fruit Punch (Concentrate):4:48,Squeeze Jelly:6:114,Banana Snack Pak:2:28,Cereal Raisin Bran:1:22,Bur-bee Frozen:4:100,Bur-bee dry:1:60","0","1861",,,,,"456793946"
"St. Vincent of Walla Walla","EFAP","05/06/2002","BMAC","Blackeyed Peas:2:48,Can Potatoes:4:96","0","144",,,,,"291669739"
"Asotin Co. Food Bank","TEFAP","05/10/2002","BMAC","TOM.SAUCE:9:243,PEANUT BUTTER:15:232,CORN:9:243,FROZ. STRAWBERRY/12:10:280,FROZ. PEACHES/ 2#/ 12:10:265,DEHY POTATOES/ 12:15:225,Froz. Cherries:10:265,FROZ. B.B./ 8:10:270","0","2023",,,,,"87966888"
"24","TEFAP","05/10/2002","BMAC","TOM.SAUCE:9:243,PEANUT BUTTER:15:232,CORN:9:243,FROZ. STRAWBERRY/12:10:280,FROZ. PEACHES/ 2#/ 12:10:265,DEHY POTATOES/ 12:15:225,Froz. Cherries:10:265,FROZ. B.B./ 8:10:270","0","2023",,,,,"564825252"
"Asotin Co. Food Bank","EFAP","05/10/2002","BMAC","Pasta:10:210,Salvage Grain:2:40,Salvage Fruit & Veg:8:320,Salmon â€“ Fresh:10:500,FC Can B.E. Peas:5:140,FC Can Whole Potatoes:5:140,FC Baby Rice Cereal:10:100,Bur-bee dry:4:175","0","1625",,,,,"560225626"
"24","EFAP","05/10/2002","BMAC","Pasta:10:210,Salvage Fruit & Veg:8:320,Salmon â€“ Fresh:10:500,FC Can B.E. Peas:5:140,FC Can Whole Potatoes:5:140,FC Baby Rice Cereal:10:100,Bur-bee dry:6:250","0","1660",,,,,"106652403"
"Helpline","EFAP","05/15/2002","BMAC","F.D. Corn:2:120,F.D. Chili/Beans:2:120,F.D. Fruit.:2:120,F.D. Prepared:2:120,Treet:1:24,Cereal F.D.:2:44,Squeeze Jelly:2:38,FC Baby Food:5:75,FC Candy:3:30","0","691",,,,,"852585168"
"Pantry Shelf","EFAP","05/15/2002","BMAC","F.D. Beans:2:120,F.D. Peas:2:120,F.D. Dry Goods:6:240,F.D. Fruit.:2:120,Rice #50:1:50,F.D. Mix Vegs:2:120,Cereal Life:2:46,FC Can B.E. Peas:2:54,FC Granola Bars:2:22,FC Can Whole Potatoes:4:108,FC Chips:7:14","0","1014",,,,,"942968661"
"Salvation Army","EFAP","05/15/2002","BMAC","F.D. Corn:2:120,F.D. Beans:2:120,F.D. Peas:1:60,F.D. Chili/Beans:2:120,F.D. Dry Goods:8:320,F.D. Fruit.:2:120,F.D. Tomato Prod:1:60,F.D. Mix Vegs:1:60,Cereal Life:2:46,FC Baby Food:2:30,FC Can B.E. Peas:3:81,FC Cookies:3:21,FC Can Whole Potatoes:3:81,FC Candy:3:30,FC Chips:2:14","0","1283",,,,,"157087834"
"St. Vincent of Walla Walla","EFAP","05/15/2002","BMAC","F.D. Corn:2:120,F.D. Beans:1:60,F.D. Peas:1:60,F.D. Chili/Beans:2:120,F.D. Dry Goods:8:320,F.D. Glass:2:120,F.D. Prepared:2:120,F.D. Soup:2:120,F.D. Tomato Prod:2:120,F.D. Mix Vegs:1:60,Cereal Life:1:23,FC Can B.E. Peas:2:54,FC Granola Bars:2:22,FC Can Whole Potatoes:2:54,FC Chips:2:14","0","1387",,,,,"956533212"
"Pantry Shelf","EFAP FB","05/15/2002","BMAC","Beans #50:1:50","0.41","50",,,,,"311402594"
"Community Food Bank of Dayton","EFAP","05/21/2002","BMAC","Salvage Misc.:30:1200,Welchs Fruit Punch (Concentrate):6:72,Cereal F.D.:2:70,Squeeze Jelly:5:95,Banana Snack Pak:3:42,Seneca Asp.:4:112,Seneca lg. Corn:6:168,Seneca sm. Corn:5:75,Seneca lg. Green Beans:3:84,Senca Baby Carrots:5:130,FC Baby Food:2:30,FC Can B.E. Peas:8:216,FC Cookies:4:28,FC Granola Bars:2:22,FC Can Whole Potatoes:8:216,FC Candy:3:30,FC Chips:4:28","0","2618",,,,,"687413360"
"Garfield Co. Food Bank","EFAP","05/21/2002","BMAC","Pasta:4:84,Welchs Fruit Punch (Concentrate):3:36,Seneca Asp.:5:130,Senca Baby Carrots:5:130,FC Baby Food:3:45,FC Can B.E. Peas:3:81,FC Cookies:3:21,FC Granola Bars:1:11,FC Can Whole Potatoes:4:108,FC Candy:3:30,FC Chips:1:7","0","683",,,,,"502859050"
"Garfield Co. Food Bank","EFAP FB","05/21/2002","BMAC","Rice #50:1:50","0.2","50",,,,,"452055202"
"Garfield Co. Food Bank","EFAP FB","05/21/2002","BMAC","Beans #50:1:50","0.41","50",,,,,"751698888"
"Garfield Co. Food Bank","EFAP","05/21/2002","BMAC","Lentils #50:1:25,Flour:1:25","0","50",,,,,"402328866"
"Garfield Co. Food Bank","TEFAP","05/21/2002","BMAC","CORN CEREAL:4:77,INSTANT MILK:6:168,PEANUT BUTTER:4:62,DEHY POTATOES/ 12:4:60,FROZ. B.B./ 8:5:125","0","492",,,,,"756547693"
"Garfield Co. Food Bank","TEFAP","05/21/2002","BMAC","DICED CHICKEN:4:168","0","168",,,,,"575751901"
"Community Food Bank of Dayton","EFAP","05/21/2002","BMAC","CORN CEREAL:8:154,INSTANT MILK:11:308,PEACHES:4:120,PEANUT BUTTER:8:124,DEHY POTATOES/ 12:8:120,DICED CHICKEN:5:210","0","1036",,,,,"609116454"
"Salvation Army","TEFAP","05/29/2002","BMAC","TOM.SAUCE:8:216,APP.SAUCE:8:240,PEANUT BUTTER:16:248,FROZ. CHICKEN:2:100,GREEN BEANS:8:214,EGG NOODLES/ 12:16:216,PLUMS:8:216","0","1450",,,,,"318326597"
"St. Vincent of Walla Walla","TEFAP","05/29/2002","BMAC","TOM.SAUCE:8:216,APP.SAUCE:8:240,PEANUT BUTTER:16:248,FROZ. CHICKEN:2:100,GREEN BEANS:8:214,EGG NOODLES/ 12:16:216,PLUMS:8:216","0","1450",,,,,"764283653"
"Pantry Shelf","TEFAP","05/29/2002","BMAC","TOM.SAUCE:8:216,APP.SAUCE:8:240,PEANUT BUTTER:16:248,GREEN BEANS:8:214,EGG NOODLES/ 12:16:216,PLUMS:8:216,VEG OIL:8:212,FROZ.RD.ROAST:5:210","0","1772",,,,,"866438507"
"Helpline","TEFAP","05/29/2002","BMAC","TOM.SAUCE:2:54,APP.SAUCE:2:60,PEANUT BUTTER:4:62,GREEN BEANS:2:53,REFRIED BEANS:2:56,EGG NOODLES/ 12:4:54,PLUMS:2:54","0","393",,,,,"39341607"
"Salvation Army","EFAP","05/28/2002","BMAC","F.D. Corn:2:120,F.D. Peas:1:60,F.D. Chili/Beans:2:120,F.D. Dry Goods:8:320,F.D. Fish Prod.:1:60,F.D. Prepared:1:60,F.D. Soup:2:120,Cereal Life:2:46,FC Baby Food:2:30,FC Can B.E. Peas:4:108,FC Granola Bars:4:44,FC Can Whole Potatoes:8:216,FC Candy:3:30,FC Chips:2:14","0","1348",,,,,"597392541"
"Pantry Shelf","EFAP","05/29/2002","BMAC","F.D. Corn:2:120,F.D. Beans:2:120,F.D. Dry Goods:8:320,F.D. Fish Prod.:1:60,F.D. Prepared:1:60,F.D. Soup:2:120,Squeeze Jelly:4:76,FC Baby Food:3:45,FC Granola Bars:4:44,FC Can Whole Potatoes:4:108,FC Chips:1:7","0","1080",,,,,"868937917"
"Pantry Shelf","EFAP FB","05/29/2002","BMAC","Rice #50:2:100","0.21","100",,,,,"552511993"
"St. Vincent of Walla Walla","EFAP","05/29/2002","BMAC","F.D. Corn:2:120,F.D. Peas:2:120,F.D. Chili/Beans:2:120,F.D. Dry Goods:8:320,F.D. Fish Prod.:1:60,F.D. Soup:2:120,F.D. Mix Vegs:2:120,Fresh Eggs:1:25,FC Can B.E. Peas:2:54,FC Can Whole Potatoes:5:135,FC Chips:2:14","0","1208",,,,,"155746243"
"Pantry Shelf","TEFAP","06/03/2002","Customer","FROZ. BEEF ROASTS:2:84","0","84",,,,,"121195265"
"Asotin Co. Food Bank","TEFAP","06/05/2002","BMAC","CORN CEREAL:10:190,PEANUT BUTTER:15:201,GREEN BEANS:13:338,ORANGE JUICE/ 12:10:440,FROZ. B.B./ 8:10:270,VEG OIL:6:159,FROZ. BEEF ROASTS:5:210","0","1808",,,,,"138737626"
"24","TEFAP","06/05/2002","BMAC","CORN CEREAL:10:190,PEANUT BUTTER:7:108,FROZ. CHICKEN:5:250,GREEN BEANS:7:168,ORANGE JUICE/ 12:10:440,FROZ. B.B./ 8:10:270,VEG OIL:6:159","0","1585",,,,,"330102366"
"Asotin Co. Food Bank","EFAP","06/05/2002","BMAC","Pasta:6:126,Rice #50:1:50,Beans #50:1:50,Oatmeal #50:1:50,Squeeze Jelly:6:114,FC Can B.E. Peas:5:135,FC Granola Bars:6:66,FC Can Whole Potatoes:10:270,FC Candy:5:50,FC Chips:2:14,FC Baby Rice Cereal:3:45,#10 Stew:1:48","0","1018",,,,,"234298984"
"24","EFAP","06/05/2002","BMAC","Pasta:6:126,Rice #50:1:50,Beans #50:1:50,Squeeze Jelly:6:114,FC Can B.E. Peas:5:135,FC Granola Bars:6:66,FC Can Whole Potatoes:10:270,FC Candy:5:50,FC Chips:2:14,FC Baby Rice Cereal:3:45,#10 Stew:1:48","0","968",,,,,"181187849"
"Heart to Heart","TEFAP","06/04/2002","Customer","CORN CEREAL:2:38.5,PASTA:2:42,APP.SAUCE:1:30,TUNA:1:22,APPLE JUICE:2:88,TRAIL MIX:2:54,#10 APRICOTS:1:27,FROZ. B.B./ 8:3:81,FROZ. BEEF ROASTS:1:42","0","424.5",,,,,"203042322"
"Burbank Grange #630","TEFAP","06/04/2002","Customer","CORN CEREAL:8:154,PASTA:8:168,TOM.SAUCE:4:108,APP.SAUCE:4:120,TUNA:4:91,APPLE JUICE:8:352,CORN:4:108","0","1101",,,,,"471648093"
"St. Vincent of Walla Walla","EFAP","06/12/2002","BMAC","F.D. Corn:2:120,F.D. Beans:2:120,F.D. Peas:2:120,F.D. Chili/Beans:2:120,F.D. Dry Goods:6:240,F.D. Fish Prod.:1:60,F.D. Fruit.:2:120,F.D. Glass:2:120,F.D. Prepared:2:120,F.D. Soup:2:120,F.D. Tomato Prod:2:120,F.D. Mix Vegs:1:60","0","1440",,,,,"749113532"
"St. Vincent of Walla Walla","EFAP FB","06/12/2002","BMAC","Mac & Cheese:25:325","0.5","325",,,,,"330623411"
"Salvation Army","EFAP FB","06/12/2002","BMAC","Mac & Cheese:25:325","0.5","325",,,,,"405776487"
"Salvation Army","EFAP FB","06/12/2002","BMAC","Tuna.:5:120",,"120",,,,,"37012233"
"Salvation Army","EFAP FB","06/12/2002","BMAC","Soup:10:190","0.64","190",,,,,"967731730"
"Salvation Army","EFAP FB","06/12/2002","BMAC","Spiced Tomatoes:12:168","0.43","168",,,,,"727621987"
"Salvation Army","EFAP","06/12/2002","BMAC","F.D. Corn:2:120,F.D. Beans:2:120,F.D. Peas:2:120,F.D. Chili/Beans:2:120,F.D. Dry Goods:6:240,F.D. Fruit.:2:120,F.D. Glass:2:120,F.D. Prepared:2:120,F.D. Mix Vegs:1:60,FC Can Whole Potatoes:2:54","0","1194",,,,,"734914772"
"Helpline","TEFAP","06/12/2002","BMAC","INSTANT MILK:4:112","0","112",,,,,"491707932"
"Pantry Shelf","TEFAP","06/12/2002","BMAC","VEG OIL:4:106","0","106",,,,,"253795374"
"Pantry Shelf","EFAP","06/12/2002","BMAC","F.D. Chili/Beans:2:120,F.D. Fruit.:2:120,Beans #50:1:50,F.D. Mix Vegs:2:120,Cereal F.D.:2:45","0","455",,,,,"793853103"
"Community Food Bank of Dayton","EFAP","06/19/2002","BMAC","F.D. Peas:3:66,Misc.:1:35,Detergent:1:44,Cereal Capn Crunch:4:72,Seneca Asp.:10:120,Seneca lg. Corn:1:28,Seneca Lg. Cream Corn:3:84,Seneca lg. Green Beans:10:280,Senca Baby Carrots:10:260,FC Can B.E. Peas:2:54,FC Granola Bars:4:44,FC Can Whole Potatoes:5:135,FC Spaghetti:6:132,FC Italian Green Beans:10:260,FC Can Spinach:10:250,FC Candy:4:40,FC Chips:2:14","0","1918",,,,,"207879426"
"Community Food Bank of Dayton","TEFAP","06/19/2002","BMAC","STEW:6:258,PEACHES:5:150,APPLE JUICE:5:220,SPAG. SAUCE:5:120,RAISINS:10:135,ORANGE JUICE/ 12:5:220,FROZ. B.B./ 8:6:162,VEG OIL:8:132,SWEET POTATOES:5:140","0","1537",,,,,"657837848"
"Pantry Shelf","TEFAP","06/07/2002","Customer","APPLE JUICE:6:264,DEHY POTATOES/ 12:5:75,Froz. Cherries:1:26.5,VEG OIL:4:106,FROZ. BEEF ROASTS:2:84","0","555.5",,,,,"665550995"
"Pantry Shelf","EFAP","06/17/2002","Customer","Pink Salmon:2:52,Facial Tissue:1:35","0","87",,,,,"354241460"
"Garfield Co. Food Bank","EFAP","06/19/2002","BMAC","Misc.:1:35,Detergent:1:44,Juice:1:25,Banana Snack Pak:6:84,Seneca Asp.:4:48,Seneca Lg. Cream Corn:3:84,Seneca lg. Green Beans:2:56,Senca Baby Carrots:3:78,FC Baby Food:1:15,FC Granola Bars:5:55,FC Can Whole Potatoes:3:75,FC Spaghetti:5:115,FC Italian Green Beans:3:75,FC Can Spinach:3:75,FC Candy:2:20","0","884",,,,,"774554343"
"Garfield Co. Food Bank","TEFAP","06/19/2002","BMAC","TOM.SAUCE:3:81,SALMON:2:54,PEACHES:2:60,PEANUT BUTTER:4:62,ORANGE JUICE/ 12:2:84,PLUMS:3:81,SWEET POTATOES:2:56","0","478",,,,,"810047368"
"Pantry Shelf","TEFAP","06/21/2002","Customer","CORN CEREAL:3:57.75,Froz. Cherries:1:26.5,FROZ. BEEF ROASTS:3:126","0","210.25",,,,,"726573840"
"Pantry Shelf","EFAP","06/21/2002","Customer","F.D. Corn:2:160,F.D. Tomato Prod:1:60","0","220",,,,,"202727127"
"Christian Aid","Other","06/21/2002","Customer","#10 Stew:1:60","0","60",,,,,"833914143"
"7","TEFAP","06/24/2002","Customer","CORN CEREAL:2:38.5,INSTANT MILK:1:28,STEW:2:86,TOM.SAUCE:2:54,SALMON:2:54,TUNA:2:45,PEACHES:1:60,SPAGHETTI:2:53,APPLE JUICE:2:88,TRAIL MIX:2:54,GREEN BEANS:1:26.75,REFRIED BEANS:1:28,RAISINS:2:27,VEG OIL:2:53","0","695.25",,,,,"561389367"
"Salvation Army","TEFAP","06/24/2002","BMAC",,"0","0",,,,,"305204436"
"Pantry Shelf","TEFAP","06/24/2002","BMAC","CORN CEREAL:5:96.25,PEARS:6:162,APPLE JUICE:6:264,CORN:3:83.25,RAISINS:7:94.5,DEHY POTATOES/ 12:6:90","0","790",,,,,"841854109"
"Pantry Shelf","EFAP","06/24/2002","BMAC","F.D. Dry Goods:4:160,F.D. Soup:2:120,F.D. Tomato Prod:2:120,Beans #50:1:50,F.D. Mix Vegs:2:120,Facial Tissue:1:35","0","605",,,,,"293657267"
"Salvation Army","TEFAP","06/24/2002","BMAC","CORN CEREAL:5:115.5,STEW:6:258,PEARS:6:162,APPLE JUICE:10:440,CORN:4:111,RAISINS:7:74.5,SWEET POTATOES:4:112","0","1273",,,,,"942724035"
"Salvation Army","EFAP","06/24/2002","BMAC","F.D. Beans:2:120,F.D. Peas:1:60,F.D. Dry Goods:10:400,F.D. Fruit.:2:120,Rice #50:1:50,Beans #50:1:50,Facial Tissue:1:35,FC Spaghetti:10:230,FC Italian Green Beans:3:78,FC Can Spinach:3:78","0","1221",,,,,"832648409"
"St. Vincent of Walla Walla","TEFAP","06/24/2002","BMAC","CORN CEREAL:5:115,STEW:8:344,TOM.SAUCE:6:162,TUNA:4:91,GREEN BEANS:3:80.25,RAISINS:9:121.5","0","913.75",,,,,"335069968"
"St. Vincent of Walla Walla","EFAP","06/24/2002","BMAC","F.D. Chili/Beans:3:180,F.D. Dry Goods:4:160,F.D. Prepared:2:120,F.D. Soup:2:120,F.D. Mix Vegs:2:120,FC Granola Bars:3:33,FC Spaghetti:4:88,FC Italian Green Beans:3:75,FC Can Spinach:3:75","0","971",,,,,"177404645"
"St. Vincent of Walla Walla","EFAP","06/25/2002","Customer","F.D. Fish Prod.:2:120,Peanut Butter:2:40","0","160",,,,,"881813348"
"Asotin Co. Food Bank","TEFAP","07/03/2002","BMAC","APP.SAUCE:8:240,SPAGHETTI:12:530,PEANUT BUTTER:15:240,FROZ. CHICKEN:2:100,SPAG. SAUCE:8:192,GREEN BEANS:8:240,FROZ. B.B./ 8:10:270,SWEET POTATOES:8:224","0","2036",,,,,"876852839"
"Asotin Co. Food Bank","EFAP","07/03/2002","BMAC","Salvage Protein:20:780,Detergent:1:40,Cereal Honey Smacks:1:26,Body Smart Choc. Bars:5:36,Senca Baby Carrots:8:200,FC Italian Green Beans:8:200,FC Can Spinach:8:200,FC Candy:10:50,FC Chips:3:21","0","1553",,,,,"738824182"
"24","TEFAP","07/03/2002","BMAC","APP.SAUCE:8:240,SPAGHETTI:12:530,PEANUT BUTTER:15:240,FROZ. CHICKEN:2:100,SPAG. SAUCE:8:192,GREEN BEANS:8:240,FROZ. B.B./ 8:10:270,SWEET POTATOES:8:224","0","2036",,,,,"63562424"
"24","EFAP","07/03/2002","BMAC","Salvage Misc.:20:780,Detergent:1:40,Cereal Honey Smacks:1:26,Body Smart Choc. Bars:5:36,Senca Baby Carrots:8:200,FC Italian Green Beans:8:200,FC Can Spinach:8:200,FC Candy:10:50,FC Chips:3:21","0","1553",,,,,"101339601"
"Heart to Heart","TEFAP","07/02/2002","Customer","PEACHES:1:30,SPAGHETTI:2:53,PEANUT BUTTER:2:31,FROZ. CHICKEN:1:50,SPAG. SAUCE:1:24,GREEN BEANS:1:26.75,REFRIED BEANS:1:28,DEHY POTATOES/ 12:2:30,ORANGE JUICE/ 12:2:88,DRIED PLUMS/ 24:1:26.5","0","387.25",,,,,"316010763"
"Burbank Grange #630","TEFAP","07/02/2002","Customer","SALMON:4:108,SPAGHETTI:8:212,PEANUT BUTTER:8:124,SPAG. SAUCE:4:96,GREEN BEANS:4:107,ORANGE JUICE/ 12:8:352,DRIED PLUMS/ 24:4:106","0","1105",,,,,"276035043"
"BMAC Scrapped","EFAP","07/02/2002","BMAC","TVP:20:10000","0","10000",,,,,"432142953"
"Salvation Army","EFAP","07/10/2002","BMAC","F.D. Corn:1:60,F.D. Beans:1:60,F.D. Peas:1:60,F.D. Dry Goods:8:320,F.D. Fruit.:2:120,Paper Products-t.p.:1:35,F.D. Prepared:2:120,F.D. Soup:1:60,F.D. Tomato Prod:2:120,Rice #50:1:50,Beans #50:1:50,F.D. Mix Vegs:1:60,Ramen:4:20,Banana Snack Pak:3:42,FC Cookies:6:42,FC Peanut Butter:4:40,FC Granola Bars:5:55,FC Can Whole Potatoes:3:81,FC Spaghetti:5:115","0","1510",,,,,"332609670"
"St. Vincent of Walla Walla","EFAP","07/10/2002","BMAC","F.D. Corn:1:60,F.D. Beans:1:60,F.D. Peas:1:60,F.D. Dry Goods:8:320,F.D. Fruit.:1:60,Paper Products-t.p.:1:35,F.D. Soup:1:60,F.D. Tomato Prod:1:60,Rice #50:1:50,Beans #50:1:50,F.D. Mix Vegs:1:60,Ramen:4:20,Banana Snack Pak:3:42,FC Cookies:6:42,FC Peanut Butter:4:40,FC Granola Bars:5:55,FC Can Whole Potatoes:3:81,FC Chips:1:7","0","1162",,,,,"366619521"
"Pantry Shelf","EFAP","07/10/2002","BMAC","F.D. Peas:1:60,F.D. Chili/Beans:2:120,F.D. Fish Prod.:2:120,F.D. Fruit.:2:120,F.D. Prepared:1:60,F.D. Tomato Prod:2:120,Salvage Grain:5:55,Rice #50:1:50,Beans #50:1:50,Mac & Cheese:2:96,F.D. Mix Vegs:1:60,Pink Salmon:2:100,Facial Tissue:1:35,Banana Snack Pak:3:42,FC Cookies:6:42,FC Peanut Butter:3:30,FC Can Whole Potatoes:4:108,FC Spaghetti:2:44","0","1312",,,,,"835268623"
"Pantry Shelf","TEFAP","07/10/2002","BMAC","SALMON:3:81,FROZ. B.B./ 8:2:54,FROZ. BEEF ROASTS:3:126","0","261",,,,,"76484586"
"St. Vincent of Walla Walla","EFAP","07/15/2002","BMAC","F.D. Fish Prod.:2:120,Misc.:1:35,FC Spaghetti:5:110","0","265",,,,,"876617088"
"Community Food Bank of Dayton","EFAP","07/15/2002","BMAC","Salvage Protein:20:800,Salvage Misc.:10:400,Cereal Honey Smacks:1:6,Seneca Asp.:6:72,Seneca lg. Green Beans:4:112,Senca Baby Carrots:4:104,FC Can Whole Potatoes:4:108,FC Spaghetti:6:132,FC Italian Green Beans:4:108,FC Can Spinach:4:100,FC Chips:2:14,Chips:2:24,Welch Cran Rasp. Conc.:6:66","0","2046",,,,,"153631715"
"Garfield Co. Food Bank","EFAP","07/15/2002","BMAC","Cereal Honey Smacks:1:6,Seneca Asp.:4:56,Seneca sm. Corn:1:15,Seneca sm. Peas:1:15,Seneca Lg. Cream Corn:2:56,Seneca lg. Green Beans:2:56,Senca Baby Carrots:2:52,FC Cookies:4:28,FC Can Whole Potatoes:2:54,FC Spaghetti:5:110,FC Italian Green Beans:2:52,FC Can Spinach:2:50,FC Chips:1:7,Welch Cran Rasp. Conc.:3:33","0","590",,,,,"138307340"
"Garfield Co. Food Bank","TEFAP","07/15/2002","BMAC","CORN CEREAL:3:57.75,INSTANT MILK:3:84,SALMON:2:54,PEACHES:2:60,PEANUT BUTTER:4:62,APPLE JUICE:4:176,SPAG. SAUCE:2:48","0","541.75",,,,,"230641582"
"Community Food Bank of Dayton","TEFAP","07/15/2002","BMAC","CORN CEREAL:8:154,INSTANT MILK:8:224,SALMON:4:108,PEACHES:4:132,PEANUT BUTTER:8:124,#10 APRICOTS:4:96","0","838",,,,,"738285922"
"BMAC Scrapped","EFAP","07/15/2002","Other","TVP:180:9000","0","9000",,,,,"999504893"
"Garfield Co. Food Bank","CSFP","07/16/2002","BMAC","CHEESE/ 6::10,EVAP. MILK::30,ORANGE JUICE, CAN::30,MACARONI, ELBOW::20,FARINA::20,PEANUT BUTTER::10,CAN BEEF::10,SLICED POTATOES::40,PEACHES::20","0","190",,,,,"782666733"
"Pantry Shelf","EFAP","07/17/2002","Customer","F.D. Dry Goods:2:80,F.D. Soup:2:120","0","200",,,,,"914819013"
"Pantry Shelf","TEFAP","07/17/2002","Customer","FROZ. B.B./ 8:3:81","0","81",,,,,"226094901"
"Pantry Shelf","EFAP","07/22/2002","BMAC","F.D. Corn:2:120,F.D. Fruit.:1:60,F.D. Soup:1:60,F.D. Tomato Prod:2:120,Rice #50:1:50,Beans #50:1:50,F.D. Mix Vegs:2:120,Facial Tissue:1:35","0","615",,,,,"386017491"
"Pantry Shelf","TEFAP","07/22/2002","BMAC","CORN CEREAL:4:77,PEANUT BUTTER:4:62,DEHY POTATOES/ 12:4:60,FROZ. B.B./ 8:2:54,FROZ. BEEF ROASTS:2:84","0","337",,,,,"251802784"
"Salvation Army","TEFAP","07/22/2002","BMAC","CORN CEREAL:4:77","0","77",,,,,"100961478"
"Salvation Army","TEFAP","07/22/2002","BMAC","CORN CEREAL:4:77","0","77",,,,,"749399068"
"Salvation Army","EFAP","07/22/2002","BMAC","F.D. Corn:1:60,F.D. Beans:1:60,F.D. Peas:1:60,F.D. Chili/Beans:2:120,F.D. Dry Goods:6:240,F.D. Fruit.:2:120,F.D. Glass:3:180,F.D. Prepared:2:120,F.D. Tomato Prod:1:60,F.D. Mix Vegs:3:180,FC Peanut Butter:4:56,FC Granola Bars:2:22,FC Can Whole Potatoes:3:81,FC Spaghetti:0:1","0","1360",,,,,"444110937"
"St. Vincent of Walla Walla","EFAP","07/22/2002","BMAC",,"0","0",,,,,"972357508"
"St. Vincent of Walla Walla","TEFAP","07/23/2002","BMAC","CORN CEREAL:1:19.25","0","19.25",,,,,"529454762"
"St. Vincent of Walla Walla","EFAP","07/23/2002","BMAC","Cereal Honey Smacks:2:52,Cereal Raisin Bran:1:22","0","74",,,,,"730201316"
"Helpline","EFAP","07/24/2002","BMAC","Rice #50:1:50,FC Peanut Butter:3:42","0","92",,,,,"62642326"
"St. Vincent of Walla Walla","EFAP","07/25/2002","BMAC","FC Peanut Butter:7:98","0","98",,,,,"122607708"
"Second Harvest","EFAP","07/25/2002","Customer","Onions â€“ Sweets:252:12600","0","12600",,,,,"425111593"
"Salvation Army","TEFAP","07/30/2002","BMAC","SALMON:6:162,PEARS:6:162,MACARONI:6:150,CORN:6:162,TRAIL MIX:6:162,REFRIED BEANS:6:168,PLUMS:6:162","0","1128",,,,,"757734871"
"St. Vincent of Walla Walla","TEFAP","07/30/2002","BMAC","SALMON:7:189,PEARS:6:162,MACARONI:6:160,CORN:6:162,TRAIL MIX:6:162,REFRIED BEANS:6:168,PLUMS:6:162","0","1165",,,,,"513339606"
